text1	text2	label
mother 's looking for a housemaid , if you know anyone .	although mother is looking for a maid , if you know anyone	1
man : spaceship , identify yourself .	spacecraft , identify yourself .	1
maybe a goat is n't a great pet for a baby .	the goat is probably not the best pet for the baby .	1
i could be on one burro , and you could hold sebastian on another .	i can be on one and you 're on with sebastian .	1
in addition , it offers facility waste disposal services for other types of waste and deposit clearing schemes for fillers and retailing firms .	chavez looked over at leon , who was also wearing infrared , and he was also looking in that direction , the green image on the lampshade .	0
i think you better leave . - please , just give me two minutes .	my soul may leave in peace .	0
he hunted wild bore .	he hunted savages .	1
some kind of a joke , sir ?	he will be cast off in the wedding robe , and for three days he will remain in the king 's arrival .	0
99 therefore , the court of first instance can not be criticised for having applied the ‘ counteraction ’ theory in paragraph 81 of the judgment .	99 therefore , it does not criticise the court of first instance for using the cited theory of neutralization in paragraph 81 of the judgment under appeal .	1
and the mule will join us in fifteen minutes – more or less .	and mezek joins us in about 15 minutes .	1
yeah , well , it 's not such a big party , so it 's probably inevitable .	oh , yeah , the party is n't big enough , so it 's probably expected .	1
great scott !	`` great scott ! ''	1
thomas behaved as if she were part of the furniture .	thomas acted like a piece of furniture .	1
the hairy earthlings turned to fight , firing their ill-sorted weapons upward at the stooping gubru .	that 's 500 .	0
well today 's suggestions are a little different .	empirical evidence always wins .	0
oh , yeah , it 's my fault your life 's fucked up .	how can you even afford to read such novels ?	0
gillingham saw that his rather headstrong friend would not be able to maintain such a position as this ;	gillingham knew that his somewhat stubborn friend could not succeed in this view ;	1
( groans ) phil !	phil !	1
and because most of these governments do n't have effective anti-smoking campaigns , many of their people are surprisingly innocent of the link between tobacco and disease .	and since most governments of these countries do not lead effective anti-smoking campaigns , many people are surprisingly naively assessing its influence over the emergence of various diseases .	1
he could feel the vertebrae of his backbone on the muzzle of his browning .	his parents fear him , you know , those things about the devil .	0
you do not speak very loud . we ...	you do n't speak too loudly .	1
one press of this button , and we will all die together .	it 's jude .	0
so you murdered people 's fathers and dragged away their brothers ?	so you murdered your father and did away with their sons ?	1
now there 's a guy who loved his pizza .	this guy loves pizza .	1
weasley senior .	i could fly under the radar range .	0
will you promise me that i wo n't fail ?	we 're saving batteries , sir .	0
if you wish to call a doctor now ,	you can call the doctor if you want .	1
were n't you supposed to be in the east with katrin ? i 'm back . do you know where karl is now ?	we ran out of coffee , so i went to the store .	0
`` hi , '' said adam , disconsolately .	and i want to show you something .	0
the thing to do was to blind them until she could get out of here , or at the very least draw their attention away from private george .	the only thing to do was try to confuse them and escape , or at least divert their attention from private george .	1
check the product id from your certificate of authenticity .	check this number on the certificate of authentication .	1
just do n't ask me to name one stream in this county !	just do n't ask me about the name of the stream in this country .	1
so between his pension and the income i bring in from hand modelling ... ... we 're , you know , comfortable .	even so , with his pension and my income from modeling , we 're happy .	1
but how did he come by his death ?	but how was he killed then ?	1
what ? ! do n't be silly .	commander , if you have a moment , i 'd like to ask you one more question .	0
here it is . `` the terms of this contract will not be binding `` until such time as the undersigned and the artist are legally joined . ''	the terms of this agreement are not binding until the undersigned and artist are legally married .	1
smaller entities may be addressed on the basis of sampling .	the infantry came out of schofield within hours ... and took a stand on the beach .	0
why is joel talking to puffy vest ?	it 's lattes .	0
baby , at what point would you quit bothering to look for your two million dollars ?	son of a bitch !	0
afterthat i drove down to headquarters .	then i went to headquarters .	1
there was no lock on the front door from when the police or whoever kicked it in .	i never thought of that .	0
she was an attractive young woman , but did n't work	well , patrice ... she was a young attractive woman , but she did n't work , and she had a steady income of money from somewhere ...	1
it has nevertheless offered commitments pursuant to article 9 of regulation ( ec ) no 1/2003 , to meet the commission ’ s competition concerns .	of course , you fool .	0
i expect everyone has a reason to be nervous tonight .	i do n't know who destroyed the door for him , but i do n't intend to stand here and watch you waste our time - '	0
josef . your bag .	your backpack .	1
`` you 're aboard probe ship flower , just outside the city .	`` you 're on board the flower ship , mi-mo city .	1
once inside , do not touch anything .	once we 're inside , do n't touch anything , stay behind me .	1
hey , beezus , i 've been looking for you . - hi .	hi . - hi .	1
open the case !	quick ! open it !	1
that is no coincidence .	i do n't know what a mexican dead point is .	0
